time              msgs_alloc        msgs_max          errors            send_count        recv_count        route_count       drop_count        send_length       recv_length       route_length      drop_length      
1518791440        0                 2054              0                 42827553          42783585          0                 1836              192169493135      452443088412      0                 468096           
1518791450        0                 2054              0                 42827612          42783642          0                 1836              192169581072      452443110468      0                 468096           
1518791460        0                 2054              0                 42827693          42783721          0                 1836              192169687123      452443134796      0                 468096           
1518791471        0                 2054              0                 42827760          42783786          0                 1836              192169783426      452443158516      0                 468096           
1518791481        0                 2054              0                 42827819          42783843          0                 1836              192169871363      452443180572      0                 468096           
1518791491        0                 2054              0                 42827878          42783900          0                 1836              192169959300      452443202628      0                 468096           
1518791501        0                 2054              0                 42828691          42784711          0                 1836              192170231675      452443369548      0                 468096           
1518791511        0                 2054              0                 42828758          42784776          0                 1836              192170330126      452443393268      0                 468096           
1518791521        0                 2054              0                 42828833          42784849          0                 1836              192170418063      452443416348      0                 468096           
1518791531        0                 2054              0                 42828892          42784906          0                 1836              192170506000      452443438404      0                 468096           
1518791542        0                 2054              0                 42828957          42784969          0                 1836              192170613691      452443461708      0                 468096           
1518791552        0                 2054              0                 42829024          42785034          0                 1836              192170714290      452443485428      0                 468096           
1518791562        0                 2054              0                 42829083          42785091          0                 1836              192170802227      452443507484      0                 468096           
1518791572        0                 2054              0                 42829162          42785168          0                 1836              192170915013      452443533964      0                 468096           
1518791582        0                 2054              0                 42830001          42786005          0                 1836              192171191461      452443703956      0                 468096           
1518791592        0                 2054              0                 42830074          42786076          0                 1836              192171302187      452443728924      0                 468096           
1518791602        0                 2054              0                 42830147          42786147          0                 1836              192171411095      452443753892      0                 468096           
